id,city,city_amount,city_index,plot,industry,industry_simple,industry_amount,industry_index,pollution,day,transfer,transfer_money,future_use,future_use_simple,future_use_rank,zeren_class,zeren,repair_way,repair_money,repair_stage,public,complete,address,zhong,huifa,banhuifa,else,province
68,南昌,3,1,南昌市茂鹤笔业有限公司,文具,未知,19,3,锌;其他重金属(镉/锑/鎶/铍/钡/锰);铜;铬(总铬和六价铬),150,未出让,X,未知,未知,2,政府,进贤县文港镇人民政府,未知,同上,已修复,,,江西省南昌市进贤县文港镇长安路,T,F,F,F,江西省
69,南昌,3,2,进贤县永盛制笔加工厂,文具,未知,19,4,锌;铬(总铬和六价铬);其他重金属(镉/锑/鎶/铍/钡/锰);铜,150,未出让,X,未知,未知,2,政府,进贤县文港镇人民政府,未知,同上,已修复,,,江西省南昌市进贤县文港镇长安路,T,F,F,F,江西省
71,上海,14,0,普陀区600坊C3-05地块,未知,未知,19,5,未知,未知,已出让,15.5,商住用地,商住用地,0,政府,上海市普陀区土地发展中心,未知,未知,未知,,,东至C3-5东侧地块边界，南至规划防护绿地，西至规划公共绿地，北至规划连冠路；,NA,NA,NA,NA,上海市
72,上海,14,1,桃浦600坊C1-07地块,未知,未知,19,6,未知,未知,已出让,同上,商住用地,商住用地,0,政府,上海市普陀区土地发展中心,未知,未知,未知,,,东至规划真朋南路，南至规划连冠路，西至规划公共绿地，北至朱家浜；,NA,NA,NA,NA,上海市
73,上海,14,2,宝山区C1-2和C5-5地块,未知,未知,19,7,未知,未知,已出让,22.4,商住用地,商住用地,0,未知,未知,未知,未知,未知,,,东至罗溪路，南至罗春路，西至沪太路，北至石太路；,NA,NA,NA,NA,上海市
76,上海,14,5,C040201单元J1A-02地块,未知,未知,19,8,未知,未知,未出让,X,学校,学校,4,未知,未知,未知,未知,未知,,,东至浦江大厦，南至新华社区，西至凯旋公寓，北至安顺路建设新华社区,NA,NA,NA,NA,上海市
77,上海,14,6,闵行区17-04地块,未知,未知,19,9,未知,未知,已出让,14.94,商住用地,商住用地,0,未知,未知,未知,未知,未知,,,东至：航新路,南至：新龙路,西至：横泾河,北至：中央绿轴,NA,上海市
78,上海,14,7,闵行区18-01A地块,未知,未知,19,10,未知,未知,已出让,22.3,商住用地,商住用地,0,未知,未知,未知,未知,未知,,,东至：航西路,南至：用地边界线,西至：航新路,北至：规划路,NA,上海市
79,上海,14,8,闵行区19-01地块,未知,未知,19,11,未知,未知,已出让,10.64,商住用地,商住用地,0,未知,未知,未知,未知,未知,,,东至用地红线,南至用地红线,西至航西路,北至规划路,NA,上海市
80,上海,14,9,闵行区19-04地块,未知,未知,19,12,未知,未知,已出让,12.71,商住用地、文体用地,商住综合,1,未知,未知,未知,未知,未知,,,东至新镇路,南至新龙路,西至航西路,北至中央绿轴,NA,上海市
81,上海,14,10,闵行区03-02地块,未知,未知,19,13,总石油烃(总石油烃/苯/甲苯/萘等）,未知,未出让,X,公共设施,公共设施,6,未知,未知,未知,未知,未知,,,闵行区浦江郊野公园03-02地块,F,T,F,F,上海市
82,上海,14,11,杨浦区138街坊,未知,未知,19,14,砷;镍;铅;其他重金属(镉/锑/鎶/铍/钡/锰),未知,已出让,37.9,商住用地,商住用地,0,政府,上海市闵行区房屋土地征收中心,未知,144,未知,,,周家嘴路以南、隆昌路以东、内江路以西、长阳路以北区域,T,F,F,F,上海市
107,石家庄,10,6,铜冶镇北铜冶村旧工业区北地块场地,未知,未知,19,15,未知,不需要修复,未知,X,未知,未知,2,政府,石家庄市鹿泉区铜冶镇人民政府,未知,不需要修复,已完成场地土壤环境评估,,,鹿泉区铜冶镇北铜冶村,NA,NA,NA,NA,河北省
108,石家庄,10,7,铜冶镇北铜冶村旧工业区南地块场地,未知,未知,19,16,未知,不需要修复,未知,X,未知,未知,2,政府,石家庄市鹿泉区铜冶镇人民政府,未知,不需要修复,已完成场地土壤环境评估,,,鹿泉区铜冶镇北铜冶村,NA,NA,NA,NA,河北省
128,天津,21,17,河西区郁江道陈塘科技商务区商务区内江路和双海道交口公交首末站和水文监测站地块 ,未知,未知,19,17,其他半挥发性有机物(苯酚/苯胺/多氯联苯）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),未知,未知,X,未知,未知,2,政府,河西区土地整理中心,未知,未知,准备修复,,,,F,T,T,F,天津市
50,长沙,6,2,黄材水库库区周边历史遗留锰渣治理项目,未知,未知,19,18,未知,60,未出让,X,未知,未知,2,政府,宁乡县黄材水库灌区管理局,未知,566,正在修复,,,黄材水库库区周边,NA,NA,NA,NA,湖南省
147,重庆,17,1,中船重工重庆液压机电有限公司原址,机械制造,机械制造,16,0,锌;总石油烃(总石油烃/苯/甲苯/萘等）;铜;铬(总铬和六价铬);镍;其他重金属(镉/锑/鎶/铍/钡/锰),未知,未知,X,未知,未知,2,原场地使用者,重庆中船重工置业有限公司,未知,未知,已修复,,,,T,T,F,F,重庆市
148,重庆,17,2,重庆滩子口五洲地块（大杨石组团W分区W01-3-2/05、W01-10/04地块）,机械制造,机械制造,16,1,铜;铅;总石油烃(总石油烃/苯/甲苯/萘等）,60,已出让,1.4,绿地、公共设施、商住用地,商住综合,1,房地产开发商,重庆观江置业有限公司,未知,321.4,正在修复,1,1,,T,T,F,F,重庆市
149,重庆,17,3,重庆第二起重机厂原址,机械制造,机械制造,16,2,总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),未知,未知,X,未知,未知,2,未知,未知,未知,未知,已修复,,,,F,T,T,F,重庆市
151,重庆,17,5,重庆市九龙橡胶制品制造有限公司原址,机械制造,机械制造,16,3,总石油烃(总石油烃/苯/甲苯/萘等）,180,未知,X,未知,未知,2,房地产开发商,重庆市九龙橡胶制品制造有限公司,未知,2500,已修复,0,0,,F,T,F,F,重庆市
153,重庆,17,7,中国四联仪器仪表集团有限公司原址,机械制造,机械制造,16,4,铅,未知,未知,X,未知,未知,2,未知,未知,未知,未知,已修复,,,,T,F,F,F,重庆市
157,重庆,17,11,重庆汽车消声器厂和重庆东京散热器有限公司原址,机械制造,机械制造,16,5,多环芳烃(苯并芘/苯并蒽/苯并萘等),150,未知,X,商住用地、学校,商住综合,1,未知,未知,异位修复,未知,正在修复,1,0,,F,F,T,F,重庆市
159,重庆,17,13,渝北区大石坝组团B标准分区B27-1号地块,机械制造,机械制造,16,6,镍;总石油烃(总石油烃/苯/甲苯/萘等）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),20,已出让,8.72,商住用地,商住用地,0,政府,土地储备单位重庆临空都市基础设施建设运营有限公司,异位修复,100,已修复,1,1,,T,T,F,F,重庆市
8,杭州,9,7,建德市大丰辐条厂,机械制造,机械制造,16,7,铬(总铬和六价铬);其他重金属(镉/锑/鎶/铍/钡/锰);铜;镍;锌,30,未知,X,未知,未知,2,国资委下属资产管理企业,建德市桥南城市建设有限公司,异位修复,480,正在修复,1,0,,T,F,F,F,浙江省
37,合肥,4,3,南七叉车厂,机械制造,机械制造,16,8,铬(总铬和六价铬),未知,已出让,45.5,商住用地,商住用地,0,房地产开发商,金隅置业安徽有限公司,未知,未知,正在修复,,,,T,F,F,F,安徽省
86,济南,2,1,济南华阳紧固件有限公司老厂区,机械制造,机械制造,16,9,铬(总铬和六价铬);锌,30,已出让,0.41,商住用地,商住用地,0,原场地使用者,济南华阳紧固件有限公司,异位修复,140,已修复,1,1,平阴县翠屏街75号,T,F,F,F,山东省
29,南京,13,8,南高齿莱茵达路厂区地块,机械制造,机械制造,16,10,多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）,30,已出让,55.6,商住用地、公共设施、学校,商住综合,1,政府,南京江宁高新技术产业园管理委员会,异位修复,2130.77,正在修复,1,1,江苏省南京市江宁区莱茵达路299号,F,T,T,F,江苏省
30,南京,13,9,中船绿洲地块,机械制造,机械制造,16,11,总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),365,未出让,X,商住用地,商住用地,0,原场地使用者,南京中船绿洲机器有限公司,原地异位修复,未知,正在修复,1,1,南京市雨花台区板桥街道绿洲路1号,F,T,T,F,江苏省
74,上海,14,3,宝山区N12-0102单元03-01地块,集装箱储存,机械制造,16,12,未知,未知,已出让,6.8,商住用地,商住用地,0,未知,未知,未知,未知,未知,,,东至淞行路，南至国帆路，西至丁巷宅路，北至瑞吉路；,NA,NA,NA,NA,上海市
117,天津,21,6,河东区奥的斯电梯厂地块二期（2标段）,机械制造,机械制造,16,13,总石油烃(总石油烃/苯/甲苯/萘等）,180,已出让,14,商住用地、学校,商住综合,1,房地产开发商,天津市嘉华城市建设投资发展有限公司 、融豪（天津）置业有限公司,异位修复,1400,正在修复,1,0,东至昆仑路，南至昆仑路，西至月牙河东路，北至兰峰道,F,T,F,F,天津市
123,天津,21,12,北辰区高峰路（天重三期）地块 ,机械制造,机械制造,16,14,多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）;其他重金属(镉/锑/鎶/铍/钡/锰),未知,未出让,X,未知,未知,2,未知,未知,未知,未知,准备修复,1,1,,T,T,T,F,天津市
20,武汉,11,10,原武昌汽车标准件厂场地,机械制造,机械制造,16,15,铬(总铬和六价铬),未知,未出让,X,未知,未知,2,房地产开发商,武汉光谷建设投资有限公司,未知,800,已完成场地土壤环境评估,,,江夏区流芳,T,F,F,F,湖北省
154,重庆,17,8,重庆嘉溢华科技实业有限公司原址,制药,制药,11,0,其他污染物(氨/pH/二硫化碳/氰化物等);镍;总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),未知,未出让,X,商住用地、学校,商住综合,1,原场地使用者,重庆嘉溢华科技实业有限公司,原位修复；异位修复,未知,暂未开展治理修复,1,0,,T,T,T,T,重庆市
2,杭州,9,1,杭州爱大制药有限公司,制药,制药,11,1,砷;总石油烃(总石油烃/苯/甲苯/萘等）,75,未知,X,未知,未知,2,政府,杭州市钱江新城建设指挥部,异位修复,未知,准备修复,1,1,杭州市江干区钱江新城（定江路31号）,T,T,F,F,浙江省
5,杭州,9,4,杭州民生药业有限公司,制药,制药,11,2,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);其他重金属(镉/锑/鎶/铍/钡/锰),240,未出让,X,未知,未知,2,未知,未知,未知,未知,已修复,0,0,杭州市拱墅区余杭经济技术开发区临平大道36号,T,T,F,F,浙江省
57,沈阳,8,0,东北制药股份有限公司北二路北厂区生产区,制药,制药,11,3,汞;铅;砷;其他半挥发性有机物(苯酚/苯胺/多氯联苯）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);镍;铬(总铬和六价铬);其他污染物(氨/pH/二硫化碳/氰化物等);铜;锌;多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）,90,已出让,15.5,商住用地,商住用地,0,原场地使用者,东北制药股份有限公司,异位修复,2004.1,正在修复,1,1,,T,T,T,T,辽宁省
59,沈阳,8,2,东北制药股份有限公司北二路北厂区办公区,制药,制药,11,4,未知,90,已出让,同1,商住用地,商住用地,0,原场地使用者,同1,异位修复,同1,正在修复,1,1,,NA,NA,NA,NA,辽宁省
62,沈阳,8,5,东北制药集团股份有限公司北二西路49号和51号区域,制药,制药,11,5,多环芳烃(苯并芘/苯并蒽/苯并萘等),未知,未出让,X,未知,未知,2,原场地使用者,东北制药股份有限公司,未知,未知,准备修复,,,,F,F,T,F,辽宁省
101,石家庄,10,0,华北制药威可达有限公司,制药,制药,11,6,其他污染物(氨/pH/二硫化碳/氰化物等),不需要修复,未出让,X,未知,未知,2,原场地使用者,华北制药威可达有限公司,未知,不需要修复,已完成场地土壤环境评估,1,0,河北省石家庄市长安区翟营北大街9号,F,F,,T,河北省
102,石家庄,10,1,石家庄市华营联合葡萄糖厂原厂区,制药,制药,11,7,未知,未知,未出让,X,未知,未知,2,原场地使用者,石家庄市华营联合葡萄糖厂,未知,未知,已修复,,,河北省石家庄市长安区南高营大街,NA,NA,NA,NA,河北省
103,石家庄,10,2,河北华旭药业原厂区（东胜紫晶悦城）地块,制药,制药,11,8,未知,未知,已出让,5.3,商住用地,商住用地,0,房地产开发商,河北祈福乾悦房地产开发有限公司,未知,未知,已修复,,,河北省石家庄市长安区谈固北大街62号,NA,NA,NA,NA,河北省
130,天津,21,19,河东区成林道天药集团地块  ,制药,制药,11,9,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）,未知,未知,X,未知,未知,2,未知,未知,未知,未知,准备修复,,,,F,T,F,F,天津市
11,武汉,11,1,原武汉远大制药集团有限公司场地,制药,制药,11,10,其他重金属(镉/锑/鎶/铍/钡/锰);其他半挥发性有机物(苯酚/苯胺/多氯联苯）;其他污染物(氨/pH/二硫化碳/氰化物等);总石油烃(总石油烃/苯/甲苯/萘等）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),未知,已出让,20.9,商住用地,商住用地,0,国资委下属资产管理企业,武汉市硚口国有资产经营有限公司,原位修复；异位修复；原地异位修复,92500,正在修复,1,0,硚口区古田老工业区，北起解放大道，东临古田二路，西靠古田一路，南抵古田路,T,T,T,T,湖北省
156,重庆,17,10,秀山县溶溪瑞兴电解金属锰厂原址,冶炼,冶炼,6,0,铜;铬(总铬和六价铬);铅;其他重金属(镉/锑/鎶/铍/钡/锰);砷,120,未出让,X,工业用地,工业用地,5,原场地使用者,秀山县溶溪瑞兴电解金属锰厂,原位修复,500,准备修复,1,0,,T,F,F,F,重庆市
161,重庆,17,15,重庆铝制品厂片区,冶炼,冶炼,6,1,铜;其他重金属(镉/锑/鎶/铍/钡/锰);多环芳烃(苯并芘/苯并蒽/苯并萘等);镍;铅;总石油烃(总石油烃/苯/甲苯/萘等）,120,未出让,,商住用地,商住用地,0,政府,九龙坡区土地整治储备中心,异位修复,170,正在修复,1,0,,T,T,T,F,重庆市
84,上海,14,13,虹口区HK354B-01地块,冶炼,冶炼,6,2,其他重金属(镉/锑/鎶/铍/钡/锰),未知,已出让,10.1,商住用地,商住用地,0,未知,未知,未知,未知,未知,,,虹口区嘉兴路街道139街坊,T,F,F,F,上海市
109,石家庄,10,8,河北石铜铸造有限公司铜冶分厂地块,冶炼,冶炼,6,3,其他污染物(氨/pH/二硫化碳/氰化物等),不需要修复,未出让,,商住用地,商住用地,0,房地产开发商,河北康煜房地产开发公司,未知,不需要修复,已完成场地土壤环境评估,,,河北省石家庄市鹿泉区铜冶镇     ,F,F,,T,河北省
125,天津,21,14,河北区建昌道铝品厂地块 ,冶炼,冶炼,6,4,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),未知,未出让,X,学校,学校,4,未知,未知,未知,未知,准备修复,1,0,河北区建昌道和小红星路交叉口东侧,F,T,T,F,天津市
15,武汉,11,5,原武汉冶炼厂场地,冶炼,冶炼,6,5,未知,未知,未出让,X,未知,未知,2,政府,江岸区政府,未知,未知,已风险管控,0,0,江岸区谌家矶大道,NA,NA,NA,NA,湖北省
132,北京,7,0,北京市朝阳区双桥电镀厂原址场地,电镀,电镀,5,0,铬(总铬和六价铬);镍,100,未出让,X,商住用地,商住用地,0,房地产开发商,弘如视界（北京）投资有限公司,原地异位修复,未知,未知,1,1,朝阳区双桥镇,T,F,F,F,北京市
164,成都,9,1,都江堰市红星电镀厂,电镀,电镀,5,1,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,,,四川省成都市都江堰市,F,T,F,F,四川省
6,杭州,9,5,杭州浦沿电镀厂,电镀,电镀,5,2,砷;铬(总铬和六价铬);镍,240,未出让,X,绿地,绿地,3,政府,杭州高新技术产业开发区（滨江）智慧新天地建设指挥部,原地异位修复,,准备修复,1,1,杭州市滨江区浦沿街道新胜村新浦路,T,F,F,F,浙江省
26,南京,13,5,新尧新城综合体西侧地块,电镀,电镀,5,3,砷;铬(总铬和六价铬);锌;其他污染物(氨/pH/二硫化碳/氰化物等),120,未出让,X,公共设施、绿地,公共设施综合,7,国资委下属资产管理企业,南京新尧新城开发建设有限公司,原地异位修复,1009.5,正在修复,1,1,尧佳路以北，尧顺路以南，翠林路以西，尧晨路以东,T,F,F,T,江苏省
17,武汉,11,7,原武汉滨湖机械一分厂场地,电镀,电镀,5,4,铬(总铬和六价铬);铅;镍;锌;铜,60,未知,X,未知,未知,2,原场地使用者,武汉滨湖电子有限责任公司,未知,800,正在修复,,,武昌区中北路160号,T,F,F,F,湖北省
39,广州,10,1,广州油制气厂地块,制气,制气,5,0,总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),810,已出让,61.5,商住用地、学校、公共设施,商住综合,1,房地产开发商,广州市城实投资有限公司,未知,38000,正在修复,,,天河区岐山路183号,F,T,T,F,广东省
100,昆明,2,1,昆明焦化制气有限公司场地污染地块,制气,制气,5,1,多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）,240,未知,X,物流仓储,其他,5,原场地使用者,昆明焦化制气有限公司,异位修复,6476,正在修复,1,1,昆明市大板桥镇,F,T,T,F,云南省
21,南京,13,0,煤制气厂地块剩余地块第一部分,制气,制气,5,2,砷;铅;镍;其他半挥发性有机物(苯酚/苯胺/多氯联苯）,400,未知,X,商住用地、学校,商住综合,1,国资委下属资产管理企业,南京城建土地整理开发有限公司,原位修复,27700,正在修复,1,1,东至南京市煤气总公司，南至兴贤路，西至南京市煤气总公司、壹城花园住宅小区，北至南京市煤气总公司。 ,T,F,T,F,江苏省
22,南京,13,1,煤制气厂二期地块,制气,制气,5,3,多环芳烃(苯并芘/苯并蒽/苯并萘等),365,未出让,X,商住用地,商住用地,0,国资委下属资产管理企业,南京市城市建设投资控股（集团）有限责任公司,原地异位修复,18961.93,已修复,1,1,东至兴都花园，南至兴贤路，西至案号13201300935出让地块，北至南京市煤气总公司。,F,F,T,F,江苏省
94,太原,12,7,太原煤气化（集团）旧厂区地块,制气,制气,5,4,未知,未知,已出让,116,商住用地,商住用地,0,未知,未知,未知,未知,已完成场地土壤环境评估,,,太原煤气化公司原用地范围内,NA,NA,NA,NA,山西省